database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set6_P_3	QCPool_Set6_P_4	QCPool_Set7_P_3	QCPool_Set7_P_4	QCPool_Set8_P_3	QCPool_Set8_P_4	QCPool_Set9_P_3	QCPool_Set9_P_4	CovidNeg_P251_P_3	CovidNeg_P251_P_4	CovidNeg_P252_P_3	CovidNeg_P252_P_4	CovidNeg_P253_P_3	CovidNeg_P253_P_4	CovidNeg_P254_P_3	CovidNeg_P254_P_4	CovidNeg_P257_P_3	CovidNeg_P257_P_4	CovidNeg_P258_P_3	CovidNeg_P258_P_4	CovidNeg_P259_P_3	CovidNeg_P259_P_4	CovidNeg_P260_P_3	CovidNeg_P260_P_4	CovidNeg_P261_P_3	CovidNeg_P261_P_4	CovidNeg_P262_P_3	CovidNeg_P262_P_4	CovidNeg_P263_P_3	CovidNeg_P263_P_4	CovidNeg_P264_P_3	CovidNeg_P264_P_4	CovidNeg_P265_P_3	CovidNeg_P265_P_4	CovidNeg_P266_P_3	CovidNeg_P266_P_4	CovidNeg_P267_P_3	CovidNeg_P267_P_4	CovidNeg_P268_P_3	CovidNeg_P268_P_4	CovidNeg_P269_P_3	CovidNeg_P269_P_4	CovidNeg_P270_P_3	CovidNeg_P270_P_4	CovidNeg_P271_P_3	CovidNeg_P271_P_4	CovidNeg_P354_P_3	CovidNeg_P354_P_4	CovidNeg_P356_P_3	CovidNeg_P356_P_4	CovidNeg_P357_P_3	CovidNeg_P357_P_4	CovidNeg_P400_P_3	CovidNeg_P400_P_4	CovidNeg_P435_P_3	CovidNeg_P435_P_4	CovidNeg_P444_P_3	CovidNeg_P444_P_4	CovidNeg_P465_P_3	CovidNeg_P465_P_4	CovidNeg_P466_P_3	CovidNeg_P466_P_4	CovidNeg_P473_P_3	CovidNeg_P473_P_4	CovidNeg_P478_P_3	CovidNeg_P478_P_4	CovidNeg_P480_P_3	CovidNeg_P480_P_4	CovidNeg_P486_P_3	CovidNeg_P486_P_4	COVIDNsc_P274_P_3	COVIDNsc_P274_P_4	COVIDNsc_P275_P_3	COVIDNsc_P275_P_4	COVIDNsc_P276_P_3	COVIDNsc_P276_P_4	COVIDNsc_P277_P_3	COVIDNsc_P277_P_4	COVIDNsc_P278_P_3	COVIDNsc_P278_P_4	COVIDNsc_P280_P_3	COVIDNsc_P280_P_4	COVIDNsc_P281_P_3	COVIDNsc_P281_P_4	COVIDNsc_P282_P_3	COVIDNsc_P282_P_4	COVIDNsc_P290_P_3	COVIDNsc_P290_P_4	COVIDNsc_P291_P_3	COVIDNsc_P291_P_4	COVIDNsc_P292_P_3	COVIDNsc_P292_P_4	COVIDNsc_P293_P_3	COVIDNsc_P293_P_4	COVIDNsc_P294_P_3	COVIDNsc_P294_P_4	COVIDNsc_P397_P_3	COVIDNsc_P397_P_4	COVIDNsc_P308_P_3	COVIDNsc_P308_P_4	COVIDNsc_P309_P_3	COVIDNsc_P309_P_4	COVIDNsc_P295_P_3	COVIDNsc_P295_P_4	COVIDNsc_P296_P_3	COVIDNsc_P296_P_4	COVIDNsc_P299_P_3	COVIDNsc_P299_P_4	COVIDNsc_P300_P_3	COVIDNsc_P300_P_4	COVIDNsc_P301_P_3	COVIDNsc_P301_P_4	COVIDNsc_P302_P_3	COVIDNsc_P302_P_4	COVIDNsc_P303_P_3	COVIDNsc_P303_P_4	COVIDNsc_P304_P_3	COVIDNsc_P304_P_4	COVIDNsc_P305_P_3	COVIDNsc_P305_P_4	COVIDNsc_P418_P_3	COVIDNsc_P418_P_4	COVIDNsc_P419_P_3	COVIDNsc_P419_P_4	COVIDNsc_P421_P_3	COVIDNsc_P421_P_4	COVIDNsc_P422_P_3	COVIDNsc_P422_P_4	COVIDNsc_P423_P_3	COVIDNsc_P423_P_4	COVIDNsc_P424_P_3	COVIDNsc_P424_P_4	COVIDNsc_P425_P_3	COVIDNsc_P425_P_4	COVIDNsc_P426_P_3	COVIDNsc_P426_P_4	COVIDNsc_P430_P_3	COVIDNsc_P430_P_4	COVIDNsc_P431_P_3	COVIDNsc_P431_P_4	COVIDNsc_P432_P_3	COVIDNsc_P432_P_4	COVIDNsc_P433_P_3	COVIDNsc_P433_P_4	COVIDNsc_P434_P_3	COVIDNsc_P434_P_4	COVIDNsc_P436_P_3	COVIDNsc_P436_P_4	COVIDNsc_P437_P_3	COVIDNsc_P437_P_4	COVIDNsc_P443_P_3	COVIDNsc_P443_P_4	COVIDNsc_P476_P_3	COVIDNsc_P476_P_4	COVIDNsc_P479_P_3	COVIDNsc_P479_P_4	CovidSevere_P273_P_3	CovidSevere_P273_P_4	CovidSevere_P272_P_3	CovidSevere_P272_P_4	CovidSevere_P283_P_3	CovidSevere_P283_P_4	CovidSevere_P284_P_3	CovidSevere_P284_P_4	CovidSevere_P285_P_3	CovidSevere_P285_P_4	CovidSevere_P286_P_3	CovidSevere_P286_P_4	CovidSevere_P287_P_3	CovidSevere_P287_P_4	CovidSevere_P288_P_3	CovidSevere_P288_P_4	CovidSevere_P289_P_3	CovidSevere_P289_P_4	CovidSevere_P298_P_3	CovidSevere_P298_P_4	CovidSevere_P315_P_3	CovidSevere_P315_P_4	CovidSevere_P334_P_3	CovidSevere_P334_P_4	CovidSevere_P336_P_3	CovidSevere_P336_P_4	CovidSevere_P343_P_3	CovidSevere_P343_P_4	CovidSevere_P344_P_3	CovidSevere_P344_P_4	CovidSevere_P345_P_3	CovidSevere_P345_P_4	CovidSevere_P318_P_3	CovidSevere_P318_P_4	CovidSevere_P360_P_3	CovidSevere_P360_P_4	CovidSevere_P361_P_3	CovidSevere_P361_P_4	CovidSevere_P362_P_3	CovidSevere_P362_P_4	CovidSevere_P380_P_3	CovidSevere_P380_P_4	CovidSevere_P381_P_3	CovidSevere_P381_P_4	CovidSevere_P382_P_3	CovidSevere_P382_P_4	CovidSevere_P401_P_3	CovidSevere_P401_P_4	CovidSevere_P411_P_3	CovidSevere_P411_P_4	CovidSevere_P413_P_3	CovidSevere_P413_P_4	CovidSevere_P297_P_3	CovidSevere_P297_P_4	CovidSevere_P420_P_3	CovidSevere_P420_P_4	CovidSevere_P428_P_3	CovidSevere_P428_P_4	CovidSevere_P429_P_3	CovidSevere_P429_P_4	CovidSevere_P442_P_3	CovidSevere_P442_P_4	CovidSevere_P472_P_3	CovidSevere_P472_P_4	GroupArea_Sample	GroupCV_Sample_percentage
CHEBI:32157	C29H40O6	CO[C@@H](\C=C\C=C\C(C)=C\C)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2cc(O)cc(OC)c2c(=O)c1C	InChI=1S/C29H40O6/c1-9-18(2)12-10-11-13-23(32-6)21(5)29(34-8)19(3)14-15-24-20(4)28(31)27-25(33-7)16-22(30)17-26(27)35-24/h9-13,16-17,19,21,23,29-30H,14-15H2,1-8H3/b12-10+,13-11+,18-9+/t19-,21+,23-,29-/m0/s1	Stigmatellin Y					18.687																																	89401491.2668898	89576044.953414	88285018.6049887	89032733.6904786	92899288.3796911	91842965.0521136	82228676.1195251	85280880.0568108			146805009.361023	156797518.305502	142718931.615302	141422415.602541	181365713.416526	162748316.768305	206584786.612848	196025896.896403	60279806.3082967	61873749.1889337	54414589.3066277	57468378.9289061					68743731.8661803	75121122.1893139	81747289.3793116	77092051.2652598					70185847.6820842	67609551.7700401	58582188.5214342	51288696.241809	53925678.7735709	49501368.8829685	55057614.352227	91013749.1022831	65909298.4109883	50459398.4892348	89507244.8425817	96845248.166097	87328875.1628147	95860024.7045847	77088468.6925616	70689541.3974344	87994026.4867374	82557710.3583363	33887136.9242165	108025353.437977	102300699.425091	107407777.318203	110893487.859387	126425218.082242	95663793.4377714	116383118.609068	102819875.582121	108884060.00641	408253673.75061	455618450.249506	733376248.40001	781041603.709795	555759766.321037	573163400.357534	533675387.342809	532408215.422509	448954068.19643	484723254.433992	514678811.709352	582711898.918632	619446776.17526	622999261.133644	545700878.562011	572734847.424595	958120820.804542	1017583172.08204	817331865.895578	893316933.005262	812694574.285589	863000279.551048	896351608.735503	931557337.808213	835244390.534433	872986589.115689	727555617.292014	771726443.416198	902187059.538901	938825847.265067	801340343.609189	816114245.778473	1113555081.51625	1159867253.87849	1070210249.99075	1139680462.09356	745972578.881947	781053398.011913							440828669.809052	483138486.061356	1101285696.36577	1142213913.53007	508135588.902247	554692841.613384	453093480.301783	453577294.223634	426105964.578172	425732846.63383	503304371.922489	513602873.406544	1919962851.06555	2124515550.30302	431876123.869223	454005477.288026	428303901.90015	450644389.810321	1277377943.54265	1272083072.34007	446180206.313291	499173687.23785	460065978.133598	489936885.2844	542761003.881407	603764515.714289	636320253.397104	678132488.530392	1261279459.80836	1405486054.88452	629565958.493026	632011136.577927	512108919.112913	525193073.456366	1200650615.9693	1342641853.5994	800484443.496706	825111823.34024	669210587.868042	776938381.741587	882057855.783729	934589558.355251	619666813.841333	639574350.038923	597759374.079175	644587871.761123	881500149.921837	903662140.05147	1350677955.77893	1423730873.64568	1087364182.18258	1125077453.8264	992552937.058305	1037241859.24815	982250990.336012	1025591599.18908	1135429405.29498	1145567422.94	973992424.209471	1010026359.57857	897444541.61318	912473634.108034	1023152686.06861	1010385608.68881	1066107021.2226	1085561336.64159	835680040.607097	872389022.369496	1086091296.2869	1167207560.8679	521577031.335527	549730646.634117	561704880.680241	596365849.208395	507197046.118427	530735527.702014	555584587.455247	564407445.425715	465180811.295688	509663418.667646	502717864.556549	521827424.791391	559368835.888735	588269404.52368	637534530.777901	697148475.811695	473422058.677801	493884913.19609	409252248.455321	432429436.9983	492935951.690735	541043072.413641	630721478.883027	683851130.297825	739462018.746239	748119175.147927	592416033.555989	621846630.008279	654729144.515531	670763482.276467	302588995.393406	368937985.229197	480473523.91326	505063202.962514	494826204.935495	502764326.194932	921075220.330995	1063377480.63469	1037484363.74987	1066625163.57977	905066844.884211	964174687.975996	1010375843.14509	1102590969.20505	852531522.370078	897446941.942523	742197580.391194	749260183.132662	716568917.535914	765475163.163756	789205548.473859	866395648.315343	742752267.743602	749625389.093184	1076812623.07788	1111229900.64939	425801495.703598	451096270.132633	643801042.026162	642694096.572706	476303377.146128	514285059.665086	455230312.964326	479599565.925756	471218763.855573	496845261.460557	1100293461.47486	1151553887.85422	175634006.634837	190828455.29995	129306349.563371	137486780.569945	114834429.865768	128089807.869536	836472085.85821	910049385.910032	730007559.663038	814118514.988056	814411162.913841	896025171.669885	684196311.611353	719432626.891074	740973192.896809	809344498.077628	988885999.606041	1053267368.37662	978893713.252592	1012078474.24737	616639987.173051	639640877.014923	667670966.695853	705155049.863926	641229274.148977	663410201.794778	725895733.025366	786547906.346713	790678749.20965	792786716.600979	618043381.674156	60.185314867447
CHEBI:32157	C29H40O6	CO[C@@H](\C=C\C=C\C(C)=C\C)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2cc(O)cc(OC)c2c(=O)c1C	InChI=1S/C29H40O6/c1-9-18(2)12-10-11-13-23(32-6)21(5)29(34-8)19(3)14-15-24-20(4)28(31)27-25(33-7)16-22(30)17-26(27)35-24/h9-13,16-17,19,21,23,29-30H,14-15H2,1-8H3/b12-10+,13-11+,18-9+/t19-,21+,23-,29-/m0/s1	Stigmatellin Y					19.182																			100357017.867004			121478497.288793	100087147.727245					94747020.2921587	59883602.4430298			79155836.0321944																																																																																																																																																																																																																																																																																				
CHEBI:85299	C20H41NO2	CCCCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	Stearoylethanolamide					15.579																																																																			14641745.0096097	15872434.22207	11509951.9225659	10463336.2480766	10313803.8862665	10048825.3662772	8950574.01469506	10252975.4539156			14842216.7246233	15107780.1467542	10060072.6494884	11002637.860739	8852916.30393443	8618098.82427896	8713723.57492578	9327841.38265182	10900754.1116236	10334527.3164039	9863664.29782879	11119925.5345711	10453224.2775135	11282041.8946493	10337224.6039353	10771269.0064105	10458908.0875994	11389336.2672908																																									9813792.15981285	10398431.6853413																																	49268662.9086015	43334078.9151533					15161138.4850349	15193625.2503278																																								5064455.3540722																															58099626.0723307	56366620.1905619	52032243.5328442	53489994.8026315					16113024.6445909	16850671.2083104	15993209.5852716	16824151.7370444	11499200.1835258	11641739.5952506	5723047.2841416	5828652.10391415					305786017.171393	294979305.487588																																							11119925.5345711	206.626368752533
CHEBI:85299	C20H41NO2	CCCCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	Stearoylethanolamide					15.833																																																																											10697970.5567072	9557147.84805297																																																																																													56781831.0761005	55081382.138479																																																																													60115989.0660765	55409152.7430876	66470177.1707018	63007147.0359804																																																									56095491.909594	49.156314792491
CHEBI:85299	C20H41NO2	CCCCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	Stearoylethanolamide					16.784																																																																																																																																																																									14914828.5441514	14512110.5521367																																																																													8054424.52728572	6863862.17057325	30132043.2137108	29828398.3052112																																																									14713469.5481441	59.1921966529755
CHEBI:73074	C25H49NO4	CCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3	stearoylcarnitine					18.368																																																																																															12723994.6557405	14250707.7949786	8567814.0330469	9120399.32435482					9489020.54957883	10860294.5110576	10278017.6754655	11609840.1998004			5292154.61203	5966807.38895441	8233824.54533944	8139722.56087609	12735729.2935895	13326805.3868431	13900173.8101487	13707067.4662868	10510998.4792233	10385315.8618691	8689561.12320858	9062213.29931099	7987230.29339333	8966117.01221583	14670850.4097283	14916786.5246318	6783959.18701492	6427004.39662108	17515413.9696244	16699224.5980791	16045095.5543133	16471796.4830135	11488482.2686193	11890565.6357413	11188888.666264	12154440.5489632	6099152.82320768	6837436.36703929	10922038.9670386	11134931.267891			7128565.34343945	8268362.8470889	8192270.49325462	8866486.06917596	6501640.76994181	6792877.20002972			6058673.80757018	6137301.95117843	6256438.0274407	6456342.37247673	6363233.54924551	6750336.86032656	11018562.0241567	11414331.1793311	10415061.8796499	10599056.7961949	15969690.9982536	18025935.3820063	10395107.9049402	10443333.0586938	12431642.7777214	13545960.8449603	7505873.28927652	7742631.70570001	9118713.36422219	9429961.93164641	15604601.4554223	13597903.1258344			14127365.1926805	14241560.7956486	10484706.5589373	10722023.9142979	9184665.13977015	9260315.88281123	8366921.45802303	8972084.11768426	7181568.6672037	7087155.37768809	5291547.37649402	6190159.52275715	10596408.8423539	10788251.4335042	6200963.64428865	6312404.72372737	11518922.0416392	12151282.8093381	13510453.0872709	12932692.5076333	9040309.27712664	9176523.23429778	20724230.7419746	19915695.4913748	9707552.40353138	9307041.73253226							8163405.53730371	7875103.12654663	9629264.81245009	10337537.8771746	5413972.35481913	5689807.65792255	6277696.77492205	6774274.30717693	9326703.43155833	9512381.61470556	15270346.8025395	15726960.0692325	17671531.627938	17323529.2959796	17760048.6491459	16188291.5440703	9327590.76726658	9429595.46471623	18251574.4967406	17252499.3303351	12962563.8144242	12125358.4491155	13340763.1560927	13642719.9802197	18397790.519393	18792898.150225	8956594.25092823	8949664.65644981	9435133.04047959	10230001.1737289	14463949.6199251	14996850.0687838	11099364.125912	11040238.2878109	6790278.04029828	7432688.17943658		5316263.01277758	16029029.4668898	16849204.7268277	14607424.7936651	15132322.5024788	13441940.341683	12770318.5843611	16518961.1422754	16187116.7502735	12752564.8237799	12943249.0105963	9059489.29856751	9232911.05668516	8338424.94174639	8037740.41597582	8564645.78043677	8286844.44740624	6159475.80413121	6607590.06846549	15696221.0934368	15193689.0375456	26995255.448106	26096675.5863707	8976736.45175629	8515863.15480843	15839005.6721002	15836883.2020779	13198601.634078	13227227.3117955	12517764.4135577	12351709.7169722	12599347.7478802	11942588.8192443	10937696.8578131	11364434.8181807	10270244.6660979	10761366.6794757	10975071.3289077	11337808.5334284	8027569.89601632	7857764.65533043	9643760.65113404	10656755.0198065	8831171.53269551	8819087.08617298	11203115.2911755	11399152.0759464	9234615.53050741	9388733.86293265	14650339.0901572	14869426.1866725	16241223.8720859	16528756.0244116	8600024.56026906	8764775.66670103	11131905.3053118	11361945.7236322	14831095.0279375	14753345.8723235	16601861.1371826	16522259.0344181	13433976.3944543	14070367.4806214	8512855.71730767	8484200.60343106	10722023.9142979	33.9674611221166
CHEBI:73074	C25H49NO4	CCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3	stearoylcarnitine					18.544																																																																																																																																																																																																							11486955.4834627	11424312.3639444	15145234.5823199	14520719.4251771	15608289.0463885	15169573.4496407																																																																																																							14832977.0037485	13.8149356256997
CHEBI:85299	C20H41NO2	CCCCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	Stearoyl Ethanolamide					18.243												236828910.446175			146557401.475021			163558411.754556			180692244.830063			197843027.111796			197203328.777533			267844953.278154																																																																																																																																																																																																																																																																																						
CHEBI:85299	C20H41NO2	CCCCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	Stearoyl Ethanolamide					18.114																		9964910.67479458			21490559.7835311																																																																																																																																																																																																																																																																																															
CHEBI:85299	C20H41NO2	CCCCCCCCCCCCCCCCCC(=O)NCCO	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	Stearoyl Ethanolamide					18.023												9228119.35745128																																																																																																																																																																																																																																																																																																								
CHEBI:32389	C18H28O2	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-,13-12-	Stearidonic acid					17.394																																																																																																	4524452.29188532						4400120.144981																																																																																																										16976383.4461326								29778507.3545407	30363655.5870104																																		12429906.7497971																																																							14703145.0979648	70.7992720795751
CHEBI:34900	C18H37NO	CCCCCCCCCCCCCCCCCC(N)=O	InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)	Stearamide					18.101												49531693.6044695			25333172.2613511			23061341.3574308			22117510.4676162			26754037.5775317			22500202.0475339			45182118.6456854																																																																																																																																																																																																																																																																																						
CHEBI:34900	C18H37NO	CCCCCCCCCCCCCCCCCC(N)=O	InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)	Stearamide					17.946																		14607170.9282851			18862876.0704855			6952297.18525937			6807542.48791176			10176399.6356225																																																																																																																																																																																																																																																																																						
CHEBI:35280	C7H13NO2	C[N+]1(C)CCC[C@H]1C([O-])=O	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1	Stachydrine					1.234																																	44478801.8684928	42789044.8946303	46111681.5705881	46629520.6899612	45639787.3947921	49067818.1287927	51722511.7627234	55986047.8672806	65611864.821637	68888112.1994002	27153087.2482144	29950199.8041886	25163796.6741916	26721105.9632082	30310628.8380786	30634216.1290302	35306030.4458812	33101498.5105321	30242379.8017668	27990395.8289414	27392553.0842711	31965341.9339885	31475961.3540859	34271222.0462769	40327145.2794651	45746462.5054274	33477136.6916002	33250036.0081659	39863959.8929622	46705838.4409259	51146196.4682814	50861988.6688618	50384476.9373227	50940817.8601443	25421556.3351071	24484591.7986258	24424561.3783498	23507246.9692145	28083727.2101163	27964647.9844324	28717465.661322	28204010.8327744	25058336.6520984	25936064.9662455	31031389.2400305	32399098.9842835	32004399.1103058	32316033.1778735	31250986.6613734	28623151.4032342	31850904.8367362	32225095.3327551	39307303.4575044	39475747.5940208	36302784.1417204	38592544.8290727	37172643.512219	39312682.0506239	40061629.5985406	41630739.3762411	36547047.2887348	40975600.1733631	81700787.9127439	78537092.0214956	124455812.047669	127940357.005886	26835896.7722235	27068218.4641		28000904.2643573	395184458.464369	401435021.072781	401664167.833839	421591673.279464	237738838.947918	241649574.705697	84516441.3155293	93116029.033927	200729600.3625	217139846.976973			139826774.695429	138071377.996518	35319668.3147572	36260254.3323609		17576422.0012148	20931990.5448058	20196163.8339423			74025415.0754701	79091389.5012054		25094165.7811546	51252784.2099252	55811586.6485623	47636549.0686145	44408884.9645111			129119202.565151	143179718.551996	307872151.104408	345700365.530807		11582717.0303177	48123601.8415691	45124555.1843458					221293866.638796	223632133.674936	198785188.427558	196103412.546857	87705114.1492226	98147729.1180927	27123599.953308	27221754.8721708	98604018.8536298	99034827.3909824	172001962.427672	161058907.552617	367474219.545919	405627624.059809	211931547.469115	198362281.97509	195832086.764995	198307128.76582	42023439.0016181	47479068.2409167	121899405.188545	123526714.663941	133837370.318023	120655966.876876	29065801.4452413	30113749.8488219	342245843.011709	374791265.016314	39052965.6724612	39610745.5202524	492514506.467118	467804218.422614	33882788.433119	34382011.5621206	65833145.4496651	61971659.9625352	60932615.9297695	67690892.2591714	29677619.7916817		60972643.5383229	61429981.9555732	288195470.035543	287901180.445294	625964047.635317	669013375.4834	32941974.0355748	32570580.3387234			23648220.228983	23382798.0074033					167941841.678551	169860120.514697	35381815.1886303	36069853.7487913	80621035.8205454	79463790.5024503	127094472.542213	131731686.485978	35363187.72429	36303718.0318362	51178088.9511777	51746300.2181172	95112263.722039	104359315.944709	298250269.293535	306923579.55592	27411519.4393462	27396063.6498424	43673447.8834021	42176381.935946			51352701.1405271	51259045.4556664	44012946.2778676	38271036.6477385	150219062.53302	159045771.1741	119481858.757202	121325863.95319			635463873.615398	650491035.562016	38273385.224585	38737404.6245737	50318943.9283865	54266097.3326539	35176377.268026	32926464.7070908	328073358.240011	342948889.006741	101022959.300042	105508574.121193	44985874.7545698	45957033.0736302			397440417.910356	393308495.44764	395463661.95321	418097520.873573	55719263.1609744	57942174.7945613	19720069.6419871	20994427.2434942	79275057.3012101	76140390.9394654			107039436.172475	111168301.214302	818875571.868306	835335455.151332	101990590.467732	108295077.083786	63786121.6483546	64315668.1099999		23180001.4698034		29722261.6962769	37246566.7707687	35435524.064095							46521030.0987992	46720674.5378209	1104021865.45106	1115013514.15423	74897899.3540052	80137977.463251					27640673.0030563	27849582.4291072	278567395.974828	272653920.055202	57728211.1996875	63267544.5876891	143843127.265218	141377051.476183		14357193.8673021		10261084.7727047		13092889.6558248	50901403.264503	138.767828148141
CHEBI:9242	C18H35NO2	CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1	InChI=1S/C18H35NO2/c1-6-12-19(7-2)13-16-14-20-18(21-16)10-8-15(9-11-18)17(3,4)5/h15-16H,6-14H2,1-5H3	Spiroxamine					15.327																																																																																																																																																																		4383938.61928148	5104993.89758286	5195868.27427713																																																																																																																			4693589.57776054	5015766.06528862											4697642.21770219	4601240.12132371															4697642.21770219	6.17163935964886
